state,date,home_value,year,month,year_month,civilian_population,labor_force_total,labor_force_participation_rate,employment_total,employment_population_ratio,unemployment_total,unemployment_rate,mortgage_rate,income_2023,income_2024,median_household_income_lagged
California,2024-01-31,766370.8138968529,2024,1,2024-01,31535823.0,19611227.0,62.2,18607378.0,59.0,1003849.0,5.1,6.6425,98328,100149,98328
Texas,2024-01-31,308842.571166928,2024,1,2024-01,23875494.0,15429166.0,64.6,14818390.0,62.1,610776.0,4.0,6.6425,78006,79721,78006
Florida,2024-01-31,400358.6332471375,2024,1,2024-01,18878106.0,11100291.0,58.8,10751001.0,56.9,349290.0,3.1,6.6425,75465,77735,75465
New York,2024-01-31,452046.1622030435,2024,1,2024-01,16243346.0,9894797.0,60.9,9485047.0,58.4,409750.0,4.1,6.6425,84507,85820,84507
Pennsylvania,2024-01-31,263290.88730424753,2024,1,2024-01,10569867.0,6609810.0,62.5,6365227.0,60.2,244583.0,3.7,6.6425,75993,77545,75993
Illinois,2024-01-31,256289.53842739863,2024,1,2024-01,10174547.0,6592588.0,64.8,6272418.0,61.6,320170.0,4.9,6.6425,82666,83211,82666
Ohio,2024-01-31,219518.1234166384,2024,1,2024-01,9435787.0,5878180.0,62.3,5646145.0,59.8,232035.0,3.9,6.6425,69761,72212,69761
Georgia,2024-01-31,334001.4961555757,2024,1,2024-01,8736627.0,5408092.0,61.9,5233587.0,59.9,174505.0,3.2,6.6425,76825,79991,76825
North Carolina,2024-01-31,331312.5767847739,2024,1,2024-01,8700978.0,5291403.0,60.8,5104015.0,58.7,187388.0,3.5,6.6425,72884,73958,72884
Michigan,2024-01-31,236551.13655064887,2024,1,2024-01,8149093.0,5037855.0,61.8,4839149.0,59.4,198706.0,3.9,6.6425,71216,72389,71216
New Jersey,2024-01-31,508103.3061160161,2024,1,2024-01,7614254.0,4887577.0,64.2,4666903.0,61.3,220674.0,4.5,6.6425,102713,104294,102713
Virginia,2024-01-31,386542.7316374149,2024,1,2024-01,6937553.0,4553867.0,65.6,4426597.0,63.8,127270.0,2.8,6.6425,92573,92090,92573
Washington,2024-01-31,582324.0366826755,2024,1,2024-01,6335633.0,4037506.0,63.7,3852319.0,60.8,185187.0,4.6,6.6425,97384,99389,97384
Arizona,2024-01-31,433477.5734674324,2024,1,2024-01,5994252.0,3715794.0,62.0,3584886.0,59.8,130908.0,3.5,6.6425,79587,81486,79587
Massachusetts,2024-01-31,613049.182019977,2024,1,2024-01,5876197.0,3881436.0,66.1,3736659.0,63.6,144777.0,3.7,6.6425,102792,104828,102792
Tennessee,2024-01-31,325224.469098805,2024,1,2024-01,5726649.0,3428697.0,59.9,3319380.0,58.0,109317.0,3.2,6.6425,69618,71997,69618
Indiana,2024-01-31,233136.22325956705,2024,1,2024-01,5427879.0,3435203.0,63.3,3307122.0,60.9,128081.0,3.7,6.6425,71519,71959,71519
Maryland,2024-01-31,412701.8343678622,2024,1,2024-01,4956432.0,3225487.0,65.1,3134809.0,63.2,90678.0,2.8,6.6425,101577,102905,101577
Missouri,2024-01-31,245378.40489192255,2024,1,2024-01,4927044.0,3126116.0,63.4,3017769.0,61.2,108347.0,3.5,6.6425,70558,71589,70558
Wisconsin,2024-01-31,293150.21139233507,2024,1,2024-01,4796613.0,3138074.0,65.4,3047535.0,63.5,90539.0,2.9,6.6425,76823,77488,76823
Colorado,2024-01-31,552611.2163220159,2024,1,2024-01,4783714.0,3249473.0,67.9,3126492.0,65.4,122981.0,3.8,6.6425,95641,97113,95641
Minnesota,2024-01-31,327228.3188718362,2024,1,2024-01,4581432.0,3112774.0,67.9,3024706.0,66.0,88068.0,2.8,6.6425,87586,87117,87586
South Carolina,2024-01-31,297724.0038114263,2024,1,2024-01,4344838.0,2529376.0,58.2,2442253.0,56.2,87123.0,3.4,6.6425,69796,72350,69796
Alabama,2024-01-31,228873.4935950736,2024,1,2024-01,4078153.0,2341587.0,57.4,2274517.0,55.8,67070.0,2.9,6.6425,64040,66659,64040
Louisiana,2024-01-31,209921.31115219204,2024,1,2024-01,3580092.0,2085788.0,58.3,1998824.0,55.8,86964.0,4.2,6.6425,59940,60986,59940
Kentucky,2024-01-31,214597.37167715104,2024,1,2024-01,3586884.0,2072833.0,57.8,1977753.0,55.1,95080.0,4.6,6.6425,62914,64526,62914
Oregon,2024-01-31,494538.1344385364,2024,1,2024-01,3492708.0,2182307.0,62.5,2092284.0,59.9,90023.0,4.1,6.6425,82515,85220,82515
Oklahoma,2024-01-31,208124.19025588795,2024,1,2024-01,3151182.0,1992262.0,63.2,1925805.0,61.1,66457.0,3.3,6.6425,63963,66148,63963
Connecticut,2024-01-31,390809.7913074941,2024,1,2024-01,2987727.0,1920171.0,64.3,1857624.0,62.2,62547.0,3.3,6.6425,94358,96049,94358
Utah,2024-01-31,514904.42221913626,2024,1,2024-01,2633693.0,1814243.0,68.9,1759454.0,66.8,54789.0,3.0,6.6425,96166,96658,96166
Iowa,2024-01-31,211743.8009560716,2024,1,2024-01,2541039.0,1701001.0,66.9,1653188.0,65.1,47813.0,2.8,6.6425,73532,75501,73532
Nevada,2024-01-31,433794.8375849579,2024,1,2024-01,2593207.0,1625601.0,62.7,1540552.0,59.4,85049.0,5.2,6.6425,78608,81134,78608
Arkansas,2024-01-31,208437.12891998413,2024,1,2024-01,2414171.0,1398700.0,57.9,1350782.0,56.0,47918.0,3.4,6.6425,60425,62106,60425
Mississippi,2024-01-31,183765.64667045983,2024,1,2024-01,2304999.0,1254189.0,54.4,1218877.0,52.9,35312.0,2.8,6.6425,55796,59127,55796
Kansas,2024-01-31,222424.34086366463,2024,1,2024-01,2290696.0,1532921.0,66.9,1486034.0,64.9,46887.0,3.1,6.6425,72400,75514,72400
New Mexico,2024-01-31,301077.7827525047,2024,1,2024-01,1695613.0,975151.0,57.5,938115.0,55.3,37036.0,3.8,6.6425,64097,67816,64097
Nebraska,2024-01-31,256703.841037291,2024,1,2024-01,1545870.0,1069771.0,69.2,1042508.0,67.4,27263.0,2.5,6.6425,76781,76376,76781
Idaho,2024-01-31,454152.83254186535,2024,1,2024-01,1546780.0,986066.0,63.7,952264.0,61.6,33802.0,3.4,6.6425,77144,81166,77144
West Virginia,2024-01-31,160676.00233196028,2024,1,2024-01,1431954.0,792451.0,55.3,759354.0,53.0,33097.0,4.2,6.6425,57591,60798,57591
Hawaii,2024-01-31,835936.5968830483,2024,1,2024-01,1131879.0,679214.0,60.0,660005.0,58.3,19209.0,2.8,6.6425,98123,100745,98123
New Hampshire,2024-01-31,463806.0881070535,2024,1,2024-01,1172464.0,766238.0,65.4,748590.0,63.8,17648.0,2.3,6.6425,99683,99782,99683
Maine,2024-01-31,390745.3958544875,2024,1,2024-01,1172657.0,700831.0,59.8,681150.0,58.1,19681.0,2.8,6.6425,75899,76442,75899
Rhode Island,2024-01-31,450996.5346364223,2024,1,2024-01,915575.0,591198.0,64.6,568634.0,62.1,22564.0,3.8,6.6425,87469,83504,87469
Montana,2024-01-31,443580.6422070452,2024,1,2024-01,912471.0,575231.0,63.0,557475.0,61.1,17756.0,3.1,6.6425,72885,75340,72885
Delaware,2024-01-31,385665.1405580104,2024,1,2024-01,844626.0,509953.0,60.4,490257.0,58.0,19696.0,3.9,6.6425,83751,87534,83751
South Dakota,2024-01-31,295824.06627749227,2024,1,2024-01,708872.0,482012.0,68.0,473570.0,66.8,8442.0,1.8,6.6425,73920,76881,73920
North Dakota,2024-01-31,254269.69253997263,2024,1,2024-01,609796.0,420903.0,69.0,411599.0,67.5,9304.0,2.2,6.6425,78773,77871,78773
Alaska,2024-01-31,359070.0651909684,2024,1,2024-01,552217.0,358314.0,64.9,342233.0,62.0,16081.0,4.5,6.6425,89176,95665,89176
District of Columbia,2024-01-31,616586.2179118894,2024,1,2024-01,565500.0,412592.0,73.0,391594.0,69.2,20998.0,5.1,6.6425,111389,109707,111389
Vermont,2024-01-31,391334.0995215159,2024,1,2024-01,544026.0,352940.0,64.9,345732.0,63.6,7208.0,2.0,6.6425,83597,82730,83597
Wyoming,2024-01-31,337059.7819857229,2024,1,2024-01,463277.0,292250.0,63.1,283944.0,61.3,8306.0,2.8,6.6425,74542,75532,74542
California,2024-02-29,766215.7476942266,2024,2,2024-02,31556642.0,19611939.0,62.1,18606616.0,59.0,1005323.0,5.1,6.776000000000001,98328,100149,98328
Texas,2024-02-29,309111.0046389206,2024,2,2024-02,23919195.0,15464756.0,64.7,14849410.0,62.1,615346.0,4.0,6.776000000000001,78006,79721,78006
Florida,2024-02-29,401095.5369998282,2024,2,2024-02,18902982.0,11102273.0,58.7,10750309.0,56.9,351964.0,3.2,6.776000000000001,75465,77735,75465
New York,2024-02-29,454255.9541500022,2024,2,2024-02,16258455.0,9897589.0,60.9,9489609.0,58.4,407980.0,4.1,6.776000000000001,84507,85820,84507
Pennsylvania,2024-02-29,264135.1065186825,2024,2,2024-02,10572659.0,6606786.0,62.5,6363033.0,60.2,243753.0,3.7,6.776000000000001,75993,77545,75993
Illinois,2024-02-29,257333.50435641315,2024,2,2024-02,10181101.0,6603199.0,64.9,6279272.0,61.7,323927.0,4.9,6.776000000000001,82666,83211,82666
Ohio,2024-02-29,220310.82189987967,2024,2,2024-02,9439923.0,5886425.0,62.4,5650513.0,59.9,235912.0,4.0,6.776000000000001,69761,72212,69761
Georgia,2024-02-29,334689.04774220724,2024,2,2024-02,8747987.0,5411667.0,61.9,5235819.0,59.9,175848.0,3.2,6.776000000000001,76825,79991,76825
North Carolina,2024-02-29,331733.7518208377,2024,2,2024-02,8713966.0,5292579.0,60.7,5104873.0,58.6,187706.0,3.5,6.776000000000001,72884,73958,72884
Michigan,2024-02-29,237478.33107780013,2024,2,2024-02,8152593.0,5040060.0,61.8,4838058.0,59.3,202002.0,4.0,6.776000000000001,71216,72389,71216
New Jersey,2024-02-29,511691.8215217267,2024,2,2024-02,7622219.0,4890460.0,64.2,4670463.0,61.3,219997.0,4.5,6.776000000000001,102713,104294,102713
Virginia,2024-02-29,387622.6569545598,2024,2,2024-02,6944240.0,4552678.0,65.6,4426587.0,63.7,126091.0,2.8,6.776000000000001,92573,92090,92573
Washington,2024-02-29,583422.7735656011,2024,2,2024-02,6342899.0,4037206.0,63.6,3852528.0,60.7,184678.0,4.6,6.776000000000001,97384,99389,97384
Arizona,2024-02-29,434013.40874043206,2024,2,2024-02,6002682.0,3718051.0,61.9,3589877.0,59.8,128174.0,3.4,6.776000000000001,79587,81486,79587
Massachusetts,2024-02-29,615090.8263988929,2024,2,2024-02,5880857.0,3891422.0,66.2,3744290.0,63.7,147132.0,3.8,6.776000000000001,102792,104828,102792
Tennessee,2024-02-29,325606.293596769,2024,2,2024-02,5733295.0,3431341.0,59.8,3322867.0,58.0,108474.0,3.2,6.776000000000001,69618,71997,69618
Indiana,2024-02-29,234169.482294094,2024,2,2024-02,5431891.0,3439531.0,63.3,3308845.0,60.9,130686.0,3.8,6.776000000000001,71519,71959,71519
Maryland,2024-02-29,413744.4901177291,2024,2,2024-02,4959538.0,3230773.0,65.1,3136959.0,63.3,93814.0,2.9,6.776000000000001,101577,102905,101577
Missouri,2024-02-29,246053.0070192771,2024,2,2024-02,4930063.0,3128566.0,63.5,3018722.0,61.2,109844.0,3.5,6.776000000000001,70558,71589,70558
Wisconsin,2024-02-29,294061.81049392786,2024,2,2024-02,4799033.0,3138813.0,65.4,3048055.0,63.5,90758.0,2.9,6.776000000000001,76823,77488,76823
Colorado,2024-02-29,552703.9856582117,2024,2,2024-02,4789754.0,3252551.0,67.9,3127278.0,65.3,125273.0,3.9,6.776000000000001,95641,97113,95641
Minnesota,2024-02-29,327454.1421089648,2024,2,2024-02,4585129.0,3117171.0,68.0,3027513.0,66.0,89658.0,2.9,6.776000000000001,87586,87117,87586
South Carolina,2024-02-29,298285.66786098486,2024,2,2024-02,4352436.0,2534679.0,58.2,2444329.0,56.2,90350.0,3.6,6.776000000000001,69796,72350,69796
Alabama,2024-02-29,228787.78686130943,2024,2,2024-02,4081272.0,2344465.0,57.4,2277047.0,55.8,67418.0,2.9,6.776000000000001,64040,66659,64040
Louisiana,2024-02-29,209674.73238377544,2024,2,2024-02,3581504.0,2084625.0,58.2,1998142.0,55.8,86483.0,4.1,6.776000000000001,59940,60986,59940
Kentucky,2024-02-29,214947.1486248824,2024,2,2024-02,3589460.0,2076734.0,57.9,1980535.0,55.2,96199.0,4.6,6.776000000000001,62914,64526,62914
Oregon,2024-02-29,494725.4298199141,2024,2,2024-02,3494144.0,2184176.0,62.5,2093564.0,59.9,90612.0,4.1,6.776000000000001,82515,85220,82515
Oklahoma,2024-02-29,208558.849403945,2024,2,2024-02,3154126.0,1992783.0,63.2,1927123.0,61.1,65660.0,3.3,6.776000000000001,63963,66148,63963
Connecticut,2024-02-29,393155.0679794442,2024,2,2024-02,2990030.0,1922476.0,64.3,1860677.0,62.2,61799.0,3.2,6.776000000000001,94358,96049,94358
Utah,2024-02-29,515049.40295894217,2024,2,2024-02,2638619.0,1816218.0,68.8,1760478.0,66.7,55740.0,3.1,6.776000000000001,96166,96658,96166
Iowa,2024-02-29,212175.22166133835,2024,2,2024-02,2542322.0,1700854.0,66.9,1653512.0,65.0,47342.0,2.8,6.776000000000001,73532,75501,73532
Nevada,2024-02-29,435562.6951323619,2024,2,2024-02,2596924.0,1628061.0,62.7,1542610.0,59.4,85451.0,5.2,6.776000000000001,78608,81134,78608
Arkansas,2024-02-29,208782.2222484781,2024,2,2024-02,2416140.0,1400714.0,58.0,1353017.0,56.0,47697.0,3.4,6.776000000000001,60425,62106,60425
Mississippi,2024-02-29,184101.37207713808,2024,2,2024-02,2306152.0,1256504.0,54.5,1221505.0,53.0,34999.0,2.8,6.776000000000001,55796,59127,55796
Kansas,2024-02-29,222953.3807221919,2024,2,2024-02,2292177.0,1535158.0,67.0,1486876.0,64.9,48282.0,3.1,6.776000000000001,72400,75514,72400
New Mexico,2024-02-29,301696.10227255494,2024,2,2024-02,1696591.0,976709.0,57.6,939257.0,55.4,37452.0,3.8,6.776000000000001,64097,67816,64097
Nebraska,2024-02-29,257594.41477293285,2024,2,2024-02,1547158.0,1070453.0,69.2,1043075.0,67.4,27378.0,2.6,6.776000000000001,76781,76376,76781
Idaho,2024-02-29,454736.6695561078,2024,2,2024-02,1549296.0,987762.0,63.8,953657.0,61.6,34105.0,3.5,6.776000000000001,77144,81166,77144
West Virginia,2024-02-29,161200.0498994546,2024,2,2024-02,1431895.0,792475.0,55.3,759530.0,53.0,32945.0,4.2,6.776000000000001,57591,60798,57591
Hawaii,2024-02-29,835817.5470217234,2024,2,2024-02,1132064.0,679107.0,60.0,660093.0,58.3,19014.0,2.8,6.776000000000001,98123,100745,98123
New Hampshire,2024-02-29,465629.8060676207,2024,2,2024-02,1173057.0,767139.0,65.4,749357.0,63.9,17782.0,2.3,6.776000000000001,99683,99782,99683
Maine,2024-02-29,391704.55337026855,2024,2,2024-02,1173147.0,701899.0,59.8,682229.0,58.2,19670.0,2.8,6.776000000000001,75899,76442,75899
Rhode Island,2024-02-29,452576.9008402737,2024,2,2024-02,916320.0,592319.0,64.6,569156.0,62.1,23163.0,3.9,6.776000000000001,87469,83504,87469
Montana,2024-02-29,445514.4372192893,2024,2,2024-02,913111.0,575616.0,63.0,558010.0,61.1,17606.0,3.1,6.776000000000001,72885,75340,72885
Delaware,2024-02-29,385536.99857691367,2024,2,2024-02,845778.0,509680.0,60.3,490125.0,57.9,19555.0,3.8,6.776000000000001,83751,87534,83751
South Dakota,2024-02-29,296776.5697749099,2024,2,2024-02,709599.0,482266.0,68.0,473918.0,66.8,8348.0,1.7,6.776000000000001,73920,76881,73920
North Dakota,2024-02-29,254381.08554211768,2024,2,2024-02,610225.0,421392.0,69.1,412026.0,67.5,9366.0,2.2,6.776000000000001,78773,77871,78773
Alaska,2024-02-29,360052.2694593207,2024,2,2024-02,552442.0,358460.0,64.9,342405.0,62.0,16055.0,4.5,6.776000000000001,89176,95665,89176
District of Columbia,2024-02-29,615629.2548883181,2024,2,2024-02,566061.0,412926.0,72.9,391867.0,69.2,21059.0,5.1,6.776000000000001,111389,109707,111389
Vermont,2024-02-29,390839.2694034701,2024,2,2024-02,544018.0,353209.0,64.9,345949.0,63.6,7260.0,2.1,6.776000000000001,83597,82730,83597
Wyoming,2024-02-29,337311.4628873636,2024,2,2024-02,463574.0,292186.0,63.0,283790.0,61.2,8396.0,2.9,6.776000000000001,74542,75532,74542
California,2024-03-31,767719.8018730641,2024,3,2024-03,31578631.0,19617893.0,62.1,18607453.0,58.9,1010440.0,5.2,6.82,98328,100149,98328
Texas,2024-03-31,310008.1847793309,2024,3,2024-03,23964116.0,15504849.0,64.7,14881941.0,62.1,622908.0,4.0,6.82,78006,79721,78006
Florida,2024-03-31,401970.6391279799,2024,3,2024-03,18929156.0,11106525.0,58.7,10750235.0,56.8,356290.0,3.2,6.82,75465,77735,75465
New York,2024-03-31,457228.83881930046,2024,3,2024-03,16274795.0,9904307.0,60.9,9494839.0,58.3,409468.0,4.1,6.82,84507,85820,84507
Pennsylvania,2024-03-31,265479.7553749106,2024,3,2024-03,10576527.0,6602101.0,62.4,6357974.0,60.1,244127.0,3.7,6.82,75993,77545,75993
Illinois,2024-03-31,259226.41904776203,2024,3,2024-03,10188492.0,6616478.0,64.9,6286374.0,61.7,330104.0,5.0,6.82,82666,83211,82666
Ohio,2024-03-31,221882.38755473608,2024,3,2024-03,9445118.0,5897533.0,62.4,5655691.0,59.9,241842.0,4.1,6.82,69761,72212,69761
Georgia,2024-03-31,336033.7471304582,2024,3,2024-03,8760044.0,5416847.0,61.8,5237726.0,59.8,179121.0,3.3,6.82,76825,79991,76825
North Carolina,2024-03-31,333107.7620056905,2024,3,2024-03,8727740.0,5294790.0,60.7,5105813.0,58.5,188977.0,3.6,6.82,72884,73958,72884
Michigan,2024-03-31,239336.59399919992,2024,3,2024-03,8156917.0,5045007.0,61.8,4835282.0,59.3,209725.0,4.2,6.82,71216,72389,71216
New Jersey,2024-03-31,516665.1767784057,2024,3,2024-03,7630676.0,4895118.0,64.2,4674073.0,61.3,221045.0,4.5,6.82,102713,104294,102713
Virginia,2024-03-31,389740.3247271555,2024,3,2024-03,6951607.0,4552210.0,65.5,4426233.0,63.7,125977.0,2.8,6.82,92573,92090,92573
Washington,2024-03-31,586087.6412431415,2024,3,2024-03,6350706.0,4038195.0,63.6,3853546.0,60.7,184649.0,4.6,6.82,97384,99389,97384
Arizona,2024-03-31,435320.9231318074,2024,3,2024-03,6011553.0,3721752.0,61.9,3594312.0,59.8,127440.0,3.4,6.82,79587,81486,79587
Massachusetts,2024-03-31,618757.7639016729,2024,3,2024-03,5886104.0,3900976.0,66.3,3751961.0,63.7,149015.0,3.8,6.82,102792,104828,102792
Tennessee,2024-03-31,326975.15555115003,2024,3,2024-03,5740557.0,3436116.0,59.9,3327239.0,58.0,108877.0,3.2,6.82,69618,71997,69618
Indiana,2024-03-31,235931.3226879091,2024,3,2024-03,5436443.0,3445818.0,63.4,3311966.0,60.9,133852.0,3.9,6.82,71519,71959,71519
Maryland,2024-03-31,416091.70804898,2024,3,2024-03,4963125.0,3234164.0,65.2,3137739.0,63.2,96425.0,3.0,6.82,101577,102905,101577
Missouri,2024-03-31,247212.96327859236,2024,3,2024-03,4933621.0,3132019.0,63.5,3019782.0,61.2,112237.0,3.6,6.82,70558,71589,70558
Wisconsin,2024-03-31,296449.6012708076,2024,3,2024-03,4802000.0,3140139.0,65.4,3048314.0,63.5,91825.0,2.9,6.82,76823,77488,76823
Colorado,2024-03-31,553449.8528510174,2024,3,2024-03,4796258.0,3256027.0,67.9,3128524.0,65.2,127503.0,3.9,6.82,95641,97113,95641
Minnesota,2024-03-31,328619.813188279,2024,3,2024-03,4589280.0,3122769.0,68.0,3030569.0,66.0,92200.0,3.0,6.82,87586,87117,87586
South Carolina,2024-03-31,299450.3946521538,2024,3,2024-03,4360457.0,2541500.0,58.3,2446935.0,56.1,94565.0,3.7,6.82,69796,72350,69796
Alabama,2024-03-31,229540.6388971064,2024,3,2024-03,4084816.0,2347252.0,57.5,2279641.0,55.8,67611.0,2.9,6.82,64040,66659,64040
Louisiana,2024-03-31,209989.76242389364,2024,3,2024-03,3583276.0,2084166.0,58.2,1998248.0,55.8,85918.0,4.1,6.82,59940,60986,59940
Kentucky,2024-03-31,215851.53380179228,2024,3,2024-03,3592457.0,2081075.0,57.9,1983526.0,55.2,97549.0,4.7,6.82,62914,64526,62914
Oregon,2024-03-31,495672.3513904749,2024,3,2024-03,3495964.0,2186324.0,62.5,2095258.0,59.9,91066.0,4.2,6.82,82515,85220,82515
Oklahoma,2024-03-31,209278.20604948432,2024,3,2024-03,3157346.0,1993556.0,63.1,1928397.0,61.1,65159.0,3.3,6.82,63963,66148,63963
Connecticut,2024-03-31,396490.0303829065,2024,3,2024-03,2992647.0,1925045.0,64.3,1863710.0,62.3,61335.0,3.2,6.82,94358,96049,94358
Utah,2024-03-31,516381.124819238,2024,3,2024-03,2643808.0,1818781.0,68.8,1761705.0,66.6,57076.0,3.1,6.82,96166,96658,96166
Iowa,2024-03-31,213371.94388786083,2024,3,2024-03,2543846.0,1702088.0,66.9,1654227.0,65.0,47861.0,2.8,6.82,73532,75501,73532
Nevada,2024-03-31,437583.2564293328,2024,3,2024-03,2600814.0,1631187.0,62.7,1544844.0,59.4,86343.0,5.3,6.82,78608,81134,78608
Arkansas,2024-03-31,209825.36325427683,2024,3,2024-03,2418386.0,1403289.0,58.0,1355512.0,56.1,47777.0,3.4,6.82,60425,62106,60425
Mississippi,2024-03-31,185165.09310054444,2024,3,2024-03,2307512.0,1259672.0,54.6,1224462.0,53.1,35210.0,2.8,6.82,55796,59127,55796
Kansas,2024-03-31,224462.3063526525,2024,3,2024-03,2293885.0,1538092.0,67.1,1487916.0,64.9,50176.0,3.3,6.82,72400,75514,72400
New Mexico,2024-03-31,303270.5538369969,2024,3,2024-03,1697664.0,978138.0,57.6,939924.0,55.4,38214.0,3.9,6.82,64097,67816,64097
Nebraska,2024-03-31,259010.5881247526,2024,3,2024-03,1548618.0,1071551.0,69.2,1043862.0,67.4,27689.0,2.6,6.82,76781,76376,76781
Idaho,2024-03-31,456486.0983671053,2024,3,2024-03,1551937.0,989837.0,63.8,955279.0,61.6,34558.0,3.5,6.82,77144,81166,77144
West Virginia,2024-03-31,162480.28699711224,2024,3,2024-03,1431971.0,792466.0,55.3,759682.0,53.1,32784.0,4.1,6.82,57591,60798,57591
Hawaii,2024-03-31,838486.0115634138,2024,3,2024-03,1132284.0,679390.0,60.0,660476.0,58.3,18914.0,2.8,6.82,98123,100745,98123
New Hampshire,2024-03-31,468999.194187028,2024,3,2024-03,1173740.0,768071.0,65.4,749941.0,63.9,18130.0,2.4,6.82,99683,99782,99683
Maine,2024-03-31,393818.74931146856,2024,3,2024-03,1173800.0,703155.0,59.9,683381.0,58.2,19774.0,2.8,6.82,75899,76442,75899
Rhode Island,2024-03-31,455289.57989052107,2024,3,2024-03,917133.0,593238.0,64.7,569481.0,62.1,23757.0,4.0,6.82,87469,83504,87469
Montana,2024-03-31,448183.5033756057,2024,3,2024-03,913864.0,576350.0,63.1,558842.0,61.2,17508.0,3.0,6.82,72885,75340,72885
Delaware,2024-03-31,386222.39745302656,2024,3,2024-03,846964.0,509669.0,60.2,490053.0,57.9,19616.0,3.8,6.82,83751,87534,83751
South Dakota,2024-03-31,298816.5079286439,2024,3,2024-03,710378.0,482692.0,67.9,474303.0,66.8,8389.0,1.7,6.82,73920,76881,73920
North Dakota,2024-03-31,255792.2260677478,2024,3,2024-03,610760.0,422067.0,69.1,412519.0,67.5,9548.0,2.3,6.82,78773,77871,78773
Alaska,2024-03-31,361602.80723666,2024,3,2024-03,552775.0,358813.0,64.9,342726.0,62.0,16087.0,4.5,6.82,89176,95665,89176
District of Columbia,2024-03-31,615855.0171719865,2024,3,2024-03,566688.0,413166.0,72.9,391965.0,69.2,21201.0,5.1,6.82,111389,109707,111389
Vermont,2024-03-31,392026.9745990585,2024,3,2024-03,544053.0,353394.0,65.0,346006.0,63.6,7388.0,2.1,6.82,83597,82730,83597
Wyoming,2024-03-31,338521.7142998108,2024,3,2024-03,463892.0,292234.0,63.0,283676.0,61.2,8558.0,2.9,6.82,74542,75532,74542
California,2024-04-30,771637.4139143252,2024,4,2024-04,31601813.0,19638180.0,62.1,18618273.0,58.9,1019907.0,5.2,6.9925,98328,100149,98328
Texas,2024-04-30,310888.5630040393,2024,4,2024-04,24009795.0,15547567.0,64.8,14916012.0,62.1,631555.0,4.1,6.9925,78006,79721,78006
Florida,2024-04-30,402659.47966420656,2024,4,2024-04,18955760.0,11113287.0,58.6,10751626.0,56.7,361661.0,3.3,6.9925,75465,77735,75465
New York,2024-04-30,460862.7415653102,2024,4,2024-04,16291407.0,9914778.0,60.9,9501252.0,58.3,413526.0,4.2,6.9925,84507,85820,84507
Pennsylvania,2024-04-30,267175.7828506118,2024,4,2024-04,10580539.0,6596095.0,62.3,6350698.0,60.0,245397.0,3.7,6.9925,75993,77545,75993
Illinois,2024-04-30,261670.0340735109,2024,4,2024-04,10196181.0,6630564.0,65.0,6294426.0,61.7,336138.0,5.1,6.9925,82666,83211,82666
Ohio,2024-04-30,223898.20173416016,2024,4,2024-04,9450401.0,5909763.0,62.5,5661340.0,59.9,248423.0,4.2,6.9925,69761,72212,69761
Georgia,2024-04-30,337709.2485980187,2024,4,2024-04,8772372.0,5423031.0,61.8,5239693.0,59.7,183338.0,3.4,6.9925,76825,79991,76825
North Carolina,2024-04-30,334924.99092615955,2024,4,2024-04,8741716.0,5297456.0,60.6,5106738.0,58.4,190718.0,3.6,6.9925,72884,73958,72884
Michigan,2024-04-30,241619.50749947588,2024,4,2024-04,8161363.0,5051791.0,61.9,4831852.0,59.2,219939.0,4.4,6.9925,71216,72389,71216
New Jersey,2024-04-30,522321.5307649397,2024,4,2024-04,7639328.0,4900580.0,64.1,4677203.0,61.2,223377.0,4.6,6.9925,102713,104294,102713
Virginia,2024-04-30,392610.0489392168,2024,4,2024-04,6959131.0,4552271.0,65.4,4425341.0,63.6,126930.0,2.8,6.9925,92573,92090,92573
Washington,2024-04-30,589629.1856207795,2024,4,2024-04,6358652.0,4040906.0,63.5,3856086.0,60.6,184820.0,4.6,6.9925,97384,99389,97384
Arizona,2024-04-30,436921.29724316223,2024,4,2024-04,6020575.0,3726761.0,61.9,3597990.0,59.8,128771.0,3.5,6.9925,79587,81486,79587
Massachusetts,2024-04-30,623840.3281405336,2024,4,2024-04,5891406.0,3910936.0,66.4,3759080.0,63.8,151856.0,3.9,6.9925,102792,104828,102792
Tennessee,2024-04-30,329004.5222925979,2024,4,2024-04,5747901.0,3443236.0,59.9,3332698.0,58.0,110538.0,3.2,6.9925,69618,71997,69618
Indiana,2024-04-30,237769.8976273765,2024,4,2024-04,5441068.0,3453887.0,63.5,3316601.0,61.0,137286.0,4.0,6.9925,71519,71959,71519
Maryland,2024-04-30,419100.70511118433,2024,4,2024-04,4966699.0,3236735.0,65.2,3138247.0,63.2,98488.0,3.0,6.9925,101577,102905,101577
Missouri,2024-04-30,248614.91112459413,2024,4,2024-04,4937315.0,3136404.0,63.5,3021377.0,61.2,115027.0,3.7,6.9925,70558,71589,70558
Wisconsin,2024-04-30,299663.6334570188,2024,4,2024-04,4805094.0,3141624.0,65.4,3048659.0,63.4,92965.0,3.0,6.9925,76823,77488,76823
Colorado,2024-04-30,554798.9629103116,2024,4,2024-04,4802855.0,3259976.0,67.9,3130127.0,65.2,129849.0,4.0,6.9925,95641,97113,95641
Minnesota,2024-04-30,330061.57649349,2024,4,2024-04,4593515.0,3128586.0,68.1,3033414.0,66.0,95172.0,3.0,6.9925,87586,87117,87586
