state,date,home_value,year,month,year_month,civilian_population,labor_force_total,labor_force_participation_rate,employment_total,employment_population_ratio,unemployment_total,unemployment_rate,mortgage_rate,income_2023,income_2024,median_household_income_lagged
Minnesota,2024-11-30,333499.697919537,2024,11,2024-11,4621861.0,3153783.0,68.2,3051038.0,66.0,102745.0,3.3,6.805,87586,87117,87586
South Carolina,2024-11-30,302715.2575293845,2024,11,2024-11,4420468.0,2580903.0,58.4,2470790.0,55.9,110113.0,4.3,6.805,69796,72350,69796
Alabama,2024-11-30,232910.0163648536,2024,11,2024-11,4111639.0,2374942.0,57.8,2301783.0,56.0,73159.0,3.1,6.805,64040,66659,64040
Louisiana,2024-11-30,208477.07457166453,2024,11,2024-11,3596236.0,2087210.0,58.0,1994846.0,55.5,92364.0,4.4,6.805,59940,60986,59940
Kentucky,2024-11-30,222504.51651695216,2024,11,2024-11,3614915.0,2109809.0,58.4,2006615.0,55.5,103194.0,4.9,6.805,62914,64526,62914
Oregon,2024-11-30,501301.17371981376,2024,11,2024-11,3511527.0,2202614.0,62.7,2102561.0,59.9,100053.0,4.5,6.805,82515,85220,82515
Oklahoma,2024-11-30,213549.94316201503,2024,11,2024-11,3181751.0,2005073.0,63.0,1943209.0,61.1,61864.0,3.1,6.805,63963,66148,63963
Connecticut,2024-11-30,412600.7517643619,2024,11,2024-11,3010614.0,1941347.0,64.5,1874028.0,62.2,67319.0,3.5,6.805,94358,96049,94358
Utah,2024-11-30,522097.44951586105,2024,11,2024-11,2681009.0,1833714.0,68.4,1772561.0,66.1,61153.0,3.3,6.805,96166,96658,96166
Iowa,2024-11-30,219094.2225260837,2024,11,2024-11,2556189.0,1720593.0,67.3,1660849.0,65.0,59744.0,3.5,6.805,73532,75501,73532
Nevada,2024-11-30,452553.01048280887,2024,11,2024-11,2629595.0,1651499.0,62.8,1561761.0,59.4,89738.0,5.4,6.805,78608,81134,78608
Arkansas,2024-11-30,214714.6940909956,2024,11,2024-11,2435569.0,1421285.0,58.4,1369231.0,56.2,52054.0,3.7,6.805,60425,62106,60425
Mississippi,2024-11-30,187650.8268467369,2024,11,2024-11,2317344.0,1292768.0,55.8,1244975.0,53.7,47793.0,3.7,6.805,55796,59127,55796
Kansas,2024-11-30,234765.8690831308,2024,11,2024-11,2308159.0,1559540.0,67.6,1501063.0,65.0,58477.0,3.7,6.805,72400,75514,72400
New Mexico,2024-11-30,310018.4436821374,2024,11,2024-11,1705425.0,986202.0,57.8,944830.0,55.4,41372.0,4.2,6.805,64097,67816,64097
Nebraska,2024-11-30,264390.6551712316,2024,11,2024-11,1560438.0,1086872.0,69.7,1056160.0,67.7,30712.0,2.8,6.805,76781,76376,76781
Idaho,2024-11-30,464150.1612814739,2024,11,2024-11,1573502.0,1003692.0,63.8,967102.0,61.5,36590.0,3.6,6.805,77144,81166,77144
West Virginia,2024-11-30,169611.26215193883,2024,11,2024-11,1433825.0,784869.0,54.7,754334.0,52.6,30535.0,3.9,6.805,57591,60798,57591
Hawaii,2024-11-30,850634.9646886609,2024,11,2024-11,1134115.0,686051.0,60.5,667770.0,58.9,18281.0,2.7,6.805,98123,100745,98123
New Hampshire,2024-11-30,489775.22883340233,2024,11,2024-11,1180390.0,773525.0,65.5,751427.0,63.7,22098.0,2.9,6.805,99683,99782,99683
Maine,2024-11-30,403053.1713432233,2024,11,2024-11,1179984.0,709331.0,60.1,686421.0,58.2,22910.0,3.2,6.805,75899,76442,75899
Rhode Island,2024-11-30,479683.1268588599,2024,11,2024-11,922974.0,594365.0,64.4,567880.0,61.5,26485.0,4.5,6.805,87469,83504,87469
Montana,2024-11-30,457411.0060202828,2024,11,2024-11,920460.0,576707.0,62.7,560028.0,60.8,16679.0,2.9,6.805,72885,75340,72885
Delaware,2024-11-30,392691.9819070665,2024,11,2024-11,855896.0,512561.0,59.9,492273.0,57.5,20288.0,4.0,6.805,83751,87534,83751
South Dakota,2024-11-30,305239.0633809809,2024,11,2024-11,716903.0,488016.0,68.1,478744.0,66.8,9272.0,1.9,6.805,73920,76881,73920
North Dakota,2024-11-30,265042.9327888403,2024,11,2024-11,615158.0,427241.0,69.5,416438.0,67.7,10803.0,2.5,6.805,78773,77871,78773
Alaska,2024-11-30,367465.3150097191,2024,11,2024-11,555204.0,362242.0,65.2,345725.0,62.3,16517.0,4.6,6.805,89176,95665,89176
District of Columbia,2024-11-30,605944.0436651423,2024,11,2024-11,570316.0,414640.0,72.7,392011.0,68.7,22629.0,5.5,6.805,111389,109707,111389
Vermont,2024-11-30,394848.540010893,2024,11,2024-11,544651.0,353340.0,64.9,344519.0,63.3,8821.0,2.5,6.805,83597,82730,83597
Wyoming,2024-11-30,351324.1799226443,2024,11,2024-11,466850.0,291570.0,62.5,281984.0,60.4,9586.0,3.3,6.805,74542,75532,74542
California,2024-12-31,790087.2696683552,2024,12,2024-12,31728995.0,19760542.0,62.3,18701026.0,58.9,1059516.0,5.4,6.715,98328,100149,98328
Texas,2024-12-31,308799.4736567287,2024,12,2024-12,24314779.0,15783877.0,64.9,15132979.0,62.2,650898.0,4.1,6.715,78006,79721,78006
Florida,2024-12-31,395736.0794603514,2024,12,2024-12,19131592.0,11117838.0,58.1,10729104.0,56.1,388734.0,3.5,6.715,75465,77735,75465
New York,2024-12-31,481269.4368063693,2024,12,2024-12,16361711.0,9951364.0,60.8,9544836.0,58.3,406528.0,4.1,6.715,84507,85820,84507
Pennsylvania,2024-12-31,273436.36897518294,2024,12,2024-12,10612011.0,6530187.0,61.5,6266482.0,59.1,263705.0,4.0,6.715,75993,77545,75993
Illinois,2024-12-31,269755.51011695986,2024,12,2024-12,10240293.0,6646902.0,64.9,6329667.0,61.8,317235.0,4.8,6.715,82666,83211,82666
Ohio,2024-12-31,231108.70375166807,2024,12,2024-12,9492947.0,5968356.0,62.9,5683180.0,59.9,285176.0,4.8,6.715,69761,72212,69761
Georgia,2024-12-31,338920.41835059953,2024,12,2024-12,8855757.0,5416920.0,61.2,5231603.0,59.1,185317.0,3.4,6.715,76825,79991,76825
North Carolina,2024-12-31,337556.09504816483,2024,12,2024-12,8844058.0,5291164.0,59.8,5091859.0,57.6,199305.0,3.8,6.715,72884,73958,72884
Michigan,2024-12-31,247251.34008418303,2024,12,2024-12,8197368.0,5075879.0,61.9,4807746.0,58.6,268133.0,5.3,6.715,71216,72389,71216
New Jersey,2024-12-31,545873.008862947,2024,12,2024-12,7689556.0,4896083.0,63.7,4659143.0,60.6,236940.0,4.8,6.715,102713,104294,102713
Virginia,2024-12-31,403857.5327858978,2024,12,2024-12,7012911.0,4550910.0,64.9,4407780.0,62.9,143130.0,3.1,6.715,92573,92090,92573
Washington,2024-12-31,603767.5277608,2024,12,2024-12,6418713.0,4039714.0,62.9,3864512.0,60.2,175202.0,4.3,6.715,97384,99389,97384
Arizona,2024-12-31,435004.55393032666,2024,12,2024-12,6083024.0,3774525.0,62.1,3620131.0,59.5,154394.0,4.1,6.715,79587,81486,79587
Massachusetts,2024-12-31,642980.9642496073,2024,12,2024-12,5919665.0,3944592.0,66.6,3781093.0,63.9,163499.0,4.1,6.715,102792,104828,102792
Tennessee,2024-12-31,332103.685335642,2024,12,2024-12,5798060.0,3495761.0,60.3,3371801.0,58.2,123960.0,3.5,6.715,69618,71997,69618
Indiana,2024-12-31,244033.32965969868,2024,12,2024-12,5475799.0,3503731.0,64.0,3364548.0,61.4,139183.0,4.0,6.715,71519,71959,71519
Maryland,2024-12-31,426622.746953489,2024,12,2024-12,4992075.0,3243372.0,65.0,3132863.0,62.8,110509.0,3.4,6.715,101577,102905,101577
Missouri,2024-12-31,254511.2678277191,2024,12,2024-12,4963697.0,3154798.0,63.6,3033562.0,61.1,121236.0,3.8,6.715,70558,71589,70558
Wisconsin,2024-12-31,309537.0397297819,2024,12,2024-12,4828850.0,3141925.0,65.1,3041123.0,63.0,100802.0,3.2,6.715,76823,77488,76823
Colorado,2024-12-31,558735.8318392148,2024,12,2024-12,4837687.0,3273572.0,67.7,3131936.0,64.7,141636.0,4.3,6.715,95641,97113,95641
Minnesota,2024-12-31,335205.65487714973,2024,12,2024-12,4625044.0,3157318.0,68.3,3052984.0,66.0,104334.0,3.3,6.715,87586,87117,87586
South Carolina,2024-12-31,302889.01276180224,2024,12,2024-12,4427107.0,2581780.0,58.3,2473810.0,55.9,107970.0,4.2,6.715,69796,72350,69796
Alabama,2024-12-31,233560.909936854,2024,12,2024-12,4114231.0,2376888.0,57.8,2303975.0,56.0,72913.0,3.1,6.715,64040,66659,64040
Louisiana,2024-12-31,209396.38407306097,2024,12,2024-12,3597236.0,2085904.0,58.0,1994919.0,55.5,90985.0,4.4,6.715,59940,60986,59940
Kentucky,2024-12-31,224539.7674052569,2024,12,2024-12,3616978.0,2110182.0,58.3,2007616.0,55.5,102566.0,4.9,6.715,62914,64526,62914
Oregon,2024-12-31,502808.6963675886,2024,12,2024-12,3512970.0,2204486.0,62.8,2101838.0,59.8,102648.0,4.7,6.715,82515,85220,82515
Oklahoma,2024-12-31,214572.63901440485,2024,12,2024-12,3184224.0,2006998.0,63.0,1945330.0,61.1,61668.0,3.1,6.715,63963,66148,63963
Connecticut,2024-12-31,413530.8289134275,2024,12,2024-12,3012015.0,1942536.0,64.5,1873986.0,62.2,68550.0,3.5,6.715,94358,96049,94358
Utah,2024-12-31,524726.4104932247,2024,12,2024-12,2684714.0,1834676.0,68.3,1773607.0,66.1,61069.0,3.3,6.715,96166,96658,96166
Iowa,2024-12-31,220480.32043980467,2024,12,2024-12,2557216.0,1724571.0,67.4,1664199.0,65.1,60372.0,3.5,6.715,73532,75501,73532
Nevada,2024-12-31,454143.3655631487,2024,12,2024-12,2632520.0,1653296.0,62.8,1563805.0,59.4,89491.0,5.4,6.715,78608,81134,78608
Arkansas,2024-12-31,215371.03861264364,2024,12,2024-12,2437250.0,1422853.0,58.4,1369734.0,56.2,53119.0,3.7,6.715,60425,62106,60425
Mississippi,2024-12-31,188922.59828728397,2024,12,2024-12,2318149.0,1295339.0,55.9,1245977.0,53.7,49362.0,3.8,6.715,55796,59127,55796
Kansas,2024-12-31,236107.5592531613,2024,12,2024-12,2309553.0,1561191.0,67.6,1502396.0,65.1,58795.0,3.8,6.715,72400,75514,72400
New Mexico,2024-12-31,311056.7941090165,2024,12,2024-12,1705996.0,986879.0,57.8,945737.0,55.4,41142.0,4.2,6.715,64097,67816,64097
Nebraska,2024-12-31,265627.62552221766,2024,12,2024-12,1561609.0,1088834.0,69.7,1057789.0,67.7,31045.0,2.9,6.715,76781,76376,76781
Idaho,2024-12-31,465427.7224859453,2024,12,2024-12,1575967.0,1004459.0,63.7,967740.0,61.4,36719.0,3.7,6.715,77144,81166,77144
West Virginia,2024-12-31,170678.18413723973,2024,12,2024-12,1433926.0,783580.0,54.6,753392.0,52.5,30188.0,3.9,6.715,57591,60798,57591
Hawaii,2024-12-31,849171.2107752627,2024,12,2024-12,1134236.0,686967.0,60.6,669004.0,59.0,17963.0,2.6,6.715,98123,100745,98123
New Hampshire,2024-12-31,491454.2604410222,2024,12,2024-12,1181141.0,773825.0,65.5,750975.0,63.6,22850.0,3.0,6.715,99683,99782,99683
Maine,2024-12-31,403671.8453804828,2024,12,2024-12,1180601.0,709097.0,60.1,685876.0,58.1,23221.0,3.3,6.715,75899,76442,75899
Rhode Island,2024-12-31,481697.6862065077,2024,12,2024-12,923452.0,594457.0,64.4,567886.0,61.5,26571.0,4.5,6.715,87469,83504,87469
Montana,2024-12-31,458785.61897247954,2024,12,2024-12,921194.0,576072.0,62.5,559364.0,60.7,16708.0,2.9,6.715,72885,75340,72885
Delaware,2024-12-31,394170.7827984748,2024,12,2024-12,856825.0,513052.0,59.9,492344.0,57.5,20708.0,4.0,6.715,83751,87534,83751
South Dakota,2024-12-31,306232.8977169923,2024,12,2024-12,717577.0,488659.0,68.1,479211.0,66.8,9448.0,1.9,6.715,73920,76881,73920
North Dakota,2024-12-31,266366.924605649,2024,12,2024-12,615616.0,427648.0,69.5,416754.0,67.7,10894.0,2.5,6.715,78773,77871,78773
Alaska,2024-12-31,368928.7274042231,2024,12,2024-12,555433.0,362787.0,65.3,346290.0,62.3,16497.0,4.5,6.715,89176,95665,89176
District of Columbia,2024-12-31,605301.7085819109,2024,12,2024-12,570545.0,415050.0,72.7,391919.0,68.7,23131.0,5.6,6.715,111389,109707,111389
Vermont,2024-12-31,393534.3775285736,2024,12,2024-12,544623.0,352963.0,64.8,344039.0,63.2,8924.0,2.5,6.715,83597,82730,83597
Wyoming,2024-12-31,353595.0279009387,2024,12,2024-12,467171.0,291095.0,62.3,281577.0,60.3,9518.0,3.3,6.715,74542,75532,74542
California,2025-01-31,790254.3485012326,2025,1,2025-01,31736796.0,19764218.0,62.3,18702455.0,58.9,1061763.0,5.4,6.958,98328,100149,100149
Texas,2025-01-31,308619.97288603627,2025,1,2025-01,24345425.0,15803242.0,64.9,15154410.0,62.2,648832.0,4.1,6.958,78006,79721,79721
Florida,2025-01-31,394778.8823010079,2025,1,2025-01,19147371.0,11122059.0,58.1,10729092.0,56.0,392967.0,3.5,6.958,75465,77735,77735
New York,2025-01-31,482389.49574795575,2025,1,2025-01,16362977.0,9958025.0,60.9,9552383.0,58.4,405642.0,4.1,6.958,84507,85820,85820
Pennsylvania,2025-01-31,274518.2407324556,2025,1,2025-01,10613666.0,6527997.0,61.5,6260821.0,59.0,267176.0,4.1,6.958,75993,77545,77545
Illinois,2025-01-31,270898.53233294486,2025,1,2025-01,10243168.0,6642057.0,64.8,6327533.0,61.8,314524.0,4.7,6.958,82666,83211,83211
Ohio,2025-01-31,232431.9771604073,2025,1,2025-01,9496386.0,5970790.0,62.9,5681654.0,59.8,289136.0,4.8,6.958,69761,72212,72212
Georgia,2025-01-31,338548.6161358711,2025,1,2025-01,8864333.0,5413520.0,61.1,5229068.0,59.0,184452.0,3.4,6.958,76825,79991,79991
North Carolina,2025-01-31,338004.65426682617,2025,1,2025-01,8854951.0,5290467.0,59.7,5089862.0,57.5,200605.0,3.8,6.958,72884,73958,73958
Michigan,2025-01-31,248270.7717686844,2025,1,2025-01,8200280.0,5074356.0,61.9,4803978.0,58.6,270378.0,5.3,6.958,71216,72389,72389
New Jersey,2025-01-31,547122.8226042689,2025,1,2025-01,7693128.0,4896874.0,63.7,4655242.0,60.5,241632.0,4.9,6.958,102713,104294,104294
Virginia,2025-01-31,404957.3059430371,2025,1,2025-01,7018260.0,4548415.0,64.8,4403078.0,62.7,145337.0,3.2,6.958,92573,92090,92090
Washington,2025-01-31,605298.4582291623,2025,1,2025-01,6424865.0,4042117.0,62.9,3865279.0,60.2,176838.0,4.4,6.958,97384,99389,99389
Arizona,2025-01-31,434240.2401971084,2025,1,2025-01,6089001.0,3781221.0,62.1,3624124.0,59.5,157097.0,4.2,6.958,79587,81486,81486
Massachusetts,2025-01-31,644623.9124687953,2025,1,2025-01,5920901.0,3949077.0,66.7,3782577.0,63.9,166500.0,4.2,6.958,102792,104828,104828
Tennessee,2025-01-31,332815.23043954966,2025,1,2025-01,5802605.0,3504751.0,60.4,3381007.0,58.3,123744.0,3.5,6.958,69618,71997,71997
Indiana,2025-01-31,245405.2456431419,2025,1,2025-01,5478808.0,3505623.0,64.0,3369613.0,61.5,136010.0,3.9,6.958,71519,71959,71959
Maryland,2025-01-31,427798.7079048343,2025,1,2025-01,4994247.0,3240310.0,64.9,3127131.0,62.6,113179.0,3.5,6.958,101577,102905,102905
Missouri,2025-01-31,255669.1957165673,2025,1,2025-01,4965971.0,3157040.0,63.6,3033329.0,61.1,123711.0,3.9,6.958,70558,71589,71589
Wisconsin,2025-01-31,310944.9920793497,2025,1,2025-01,4830715.0,3137979.0,65.0,3035982.0,62.8,101997.0,3.3,6.958,76823,77488,77488
Colorado,2025-01-31,558877.3921791358,2025,1,2025-01,4839844.0,3273054.0,67.6,3131838.0,64.7,141216.0,4.3,6.958,95641,97113,97113
Minnesota,2025-01-31,336649.0455320876,2025,1,2025-01,4627794.0,3161050.0,68.3,3054119.0,66.0,106931.0,3.4,6.958,87586,87117,87117
South Carolina,2025-01-31,303345.4454340383,2025,1,2025-01,4433550.0,2583848.0,58.3,2476946.0,55.9,106902.0,4.1,6.958,69796,72350,72350
Alabama,2025-01-31,234188.52739668483,2025,1,2025-01,4116582.0,2378428.0,57.8,2305885.0,56.0,72543.0,3.1,6.958,64040,66659,66659
Louisiana,2025-01-31,210352.68997091532,2025,1,2025-01,3598052.0,2085865.0,58.0,1995873.0,55.5,89992.0,4.3,6.958,59940,60986,60986
Kentucky,2025-01-31,227026.29932988863,2025,1,2025-01,3618742.0,2110828.0,58.3,2008856.0,55.5,101972.0,4.8,6.958,62914,64526,64526
Oregon,2025-01-31,503869.0525418373,2025,1,2025-01,3514114.0,2206067.0,62.8,2100592.0,59.8,105475.0,4.8,6.958,82515,85220,85220
Oklahoma,2025-01-31,215534.90065265575,2025,1,2025-01,3186548.0,2009517.0,63.1,1947777.0,61.1,61740.0,3.1,6.958,63963,66148,66148
Connecticut,2025-01-31,414569.0137227026,2025,1,2025-01,3013186.0,1943229.0,64.5,1873242.0,62.2,69987.0,3.6,6.958,94358,96049,96049
Utah,2025-01-31,526898.1197331292,2025,1,2025-01,2688211.0,1835953.0,68.3,1774601.0,66.0,61352.0,3.3,6.958,96166,96658,96658
Iowa,2025-01-31,221886.6862011137,2025,1,2025-01,2558051.0,1728750.0,67.6,1667740.0,65.2,61010.0,3.5,6.958,73532,75501,75501
Nevada,2025-01-31,455539.5051048361,2025,1,2025-01,2635266.0,1655393.0,62.8,1566138.0,59.4,89255.0,5.4,6.958,78608,81134,81134
Arkansas,2025-01-31,216177.9460281045,2025,1,2025-01,2438765.0,1424605.0,58.4,1370489.0,56.2,54116.0,3.8,6.958,60425,62106,62106
Mississippi,2025-01-31,190033.7258857432,2025,1,2025-01,2318817.0,1296727.0,55.9,1246259.0,53.7,50468.0,3.9,6.958,55796,59127,59127
Kansas,2025-01-31,237054.6265413408,2025,1,2025-01,2310825.0,1562875.0,67.6,1503812.0,65.1,59063.0,3.8,6.958,72400,75514,75514
New Mexico,2025-01-31,312126.2281750142,2025,1,2025-01,1706467.0,987201.0,57.9,946248.0,55.5,40953.0,4.1,6.958,64097,67816,67816
Nebraska,2025-01-31,266696.02577494737,2025,1,2025-01,1562697.0,1090809.0,69.8,1059369.0,67.8,31440.0,2.9,6.958,76781,76376,76376
Idaho,2025-01-31,466628.071628689,2025,1,2025-01,1578318.0,1005274.0,63.7,968467.0,61.4,36807.0,3.7,6.958,77144,81166,81166
West Virginia,2025-01-31,171745.76686463345,2025,1,2025-01,1433918.0,782497.0,54.6,752452.0,52.5,30045.0,3.8,6.958,57591,60798,60798
Hawaii,2025-01-31,847168.8878588481,2025,1,2025-01,1134342.0,687691.0,60.6,669946.0,59.1,17745.0,2.6,6.958,98123,100745,100745
New Hampshire,2025-01-31,492641.8923308083,2025,1,2025-01,1181728.0,774179.0,65.5,750579.0,63.5,23600.0,3.0,6.958,99683,99782,99782
Maine,2025-01-31,404122.02407416096,2025,1,2025-01,1181189.0,708929.0,60.0,685445.0,58.0,23484.0,3.3,6.958,75899,76442,76442
Rhode Island,2025-01-31,483145.19845278055,2025,1,2025-01,923825.0,594600.0,64.4,567913.0,61.5,26687.0,4.5,6.958,87469,83504,83504
Montana,2025-01-31,460008.1083786693,2025,1,2025-01,921874.0,575806.0,62.5,558861.0,60.6,16945.0,2.9,6.958,72885,75340,75340
Delaware,2025-01-31,395214.9123564943,2025,1,2025-01,857674.0,513593.0,59.9,492313.0,57.4,21280.0,4.1,6.958,83751,87534,87534
South Dakota,2025-01-31,307217.12300852576,2025,1,2025-01,718184.0,489306.0,68.1,479688.0,66.8,9618.0,2.0,6.958,73920,76881,76881
North Dakota,2025-01-31,267772.2944612467,2025,1,2025-01,616056.0,428148.0,69.5,417158.0,67.7,10990.0,2.6,6.958,78773,77871,77871
Alaska,2025-01-31,370101.97035724,2025,1,2025-01,555683.0,363404.0,65.4,346877.0,62.4,16527.0,4.5,6.958,89176,95665,95665
District of Columbia,2025-01-31,604136.769962753,2025,1,2025-01,570712.0,415267.0,72.8,391508.0,68.6,23759.0,5.7,6.958,111389,109707,109707
Vermont,2025-01-31,392138.3840573574,2025,1,2025-01,544599.0,352477.0,64.7,343448.0,63.1,9029.0,2.6,6.958,83597,82730,82730
Wyoming,2025-01-31,355568.3439543261,2025,1,2025-01,467503.0,290644.0,62.2,281204.0,60.2,9440.0,3.2,6.958,74542,75532,75532
California,2025-02-28,788844.3679876117,2025,2,2025-02,31742006.0,19776833.0,62.3,18710189.0,58.9,1066644.0,5.4,6.842499999999999,98328,100149,100149
Texas,2025-02-28,308442.19172982854,2025,2,2025-02,24374377.0,15820568.0,64.9,15173455.0,62.3,647113.0,4.1,6.842499999999999,78006,79721,79721
Florida,2025-02-28,393686.0418432883,2025,2,2025-02,19160869.0,11124800.0,58.1,10726636.0,56.0,398164.0,3.6,6.842499999999999,75465,77735,77735
New York,2025-02-28,483558.8215127879,2025,2,2025-02,16363108.0,9963936.0,60.9,9558366.0,58.4,405570.0,4.1,6.842499999999999,84507,85820,85820
Pennsylvania,2025-02-28,275443.2290560344,2025,2,2025-02,10614408.0,6527115.0,61.5,6257391.0,59.0,269724.0,4.1,6.842499999999999,75993,77545,77545
Illinois,2025-02-28,272005.431873869,2025,2,2025-02,10245170.0,6635312.0,64.8,6324382.0,61.7,310930.0,4.7,6.842499999999999,82666,83211,83211
Ohio,2025-02-28,233658.70328141729,2025,2,2025-02,9499030.0,5970269.0,62.9,5680105.0,59.8,290164.0,4.9,6.842499999999999,69761,72212,72212
Georgia,2025-02-28,338134.37122565013,2025,2,2025-02,8872049.0,5411608.0,61.0,5227983.0,58.9,183625.0,3.4,6.842499999999999,76825,79991,79991
North Carolina,2025-02-28,338317.0909567616,2025,2,2025-02,8864684.0,5290213.0,59.7,5088869.0,57.4,201344.0,3.8,6.842499999999999,72884,73958,73958
Michigan,2025-02-28,249281.59843120407,2025,2,2025-02,8202536.0,5070373.0,61.8,4800236.0,58.5,270137.0,5.3,6.842499999999999,71216,72389,72389
New Jersey,2025-02-28,548592.151656204,2025,2,2025-02,7696161.0,4898132.0,63.6,4652062.0,60.4,246070.0,5.0,6.842499999999999,102713,104294,104294
Virginia,2025-02-28,405833.71857832046,2025,2,2025-02,7022801.0,4545016.0,64.7,4397876.0,62.6,147140.0,3.2,6.842499999999999,92573,92090,92090
Washington,2025-02-28,605778.7434969355,2025,2,2025-02,6430474.0,4045299.0,62.9,3866107.0,60.1,179192.0,4.4,6.842499999999999,97384,99389,99389
Arizona,2025-02-28,433013.7423278404,2025,2,2025-02,6094392.0,3786676.0,62.1,3627657.0,59.5,159019.0,4.2,6.842499999999999,79587,81486,81486
Massachusetts,2025-02-28,646195.6300489245,2025,2,2025-02,5921756.0,3951911.0,66.7,3782500.0,63.9,169411.0,4.3,6.842499999999999,102792,104828,104828
Tennessee,2025-02-28,333475.29130079225,2025,2,2025-02,5806729.0,3512707.0,60.5,3389255.0,58.4,123452.0,3.5,6.842499999999999,69618,71997,71997
Indiana,2025-02-28,246612.1965084097,2025,2,2025-02,5481489.0,3506813.0,64.0,3373835.0,61.5,132978.0,3.8,6.842499999999999,71519,71959,71959
Maryland,2025-02-28,428697.05613750016,2025,2,2025-02,4995921.0,3238817.0,64.8,3122180.0,62.5,116637.0,3.6,6.842499999999999,101577,102905,102905
Missouri,2025-02-28,256489.8130470212,2025,2,2025-02,4967796.0,3159748.0,63.6,3034017.0,61.1,125731.0,4.0,6.842499999999999,70558,71589,71589
Wisconsin,2025-02-28,312342.8576907621,2025,2,2025-02,4832169.0,3133287.0,64.8,3031183.0,62.7,102104.0,3.3,6.842499999999999,76823,77488,77488
Colorado,2025-02-28,557786.4367837975,2025,2,2025-02,4841626.0,3271788.0,67.6,3131446.0,64.7,140342.0,4.3,6.842499999999999,95641,97113,97113
Minnesota,2025-02-28,337717.0574576826,2025,2,2025-02,4630283.0,3164052.0,68.3,3054130.0,66.0,109922.0,3.5,6.842499999999999,87586,87117,87117
South Carolina,2025-02-28,303923.40176537423,2025,2,2025-02,4439351.0,2586704.0,58.3,2479839.0,55.9,106865.0,4.1,6.842499999999999,69796,72350,72350
Alabama,2025-02-28,234760.41397708337,2025,2,2025-02,4118549.0,2378799.0,57.8,2306870.0,56.0,71929.0,3.0,6.842499999999999,64040,66659,66659
Louisiana,2025-02-28,211018.95560025692,2025,2,2025-02,3598459.0,2086707.0,58.0,1997172.0,55.5,89535.0,4.3,6.842499999999999,59940,60986,60986
Kentucky,2025-02-28,229475.90447357096,2025,2,2025-02,3620199.0,2111807.0,58.3,2010518.0,55.5,101289.0,4.8,6.842499999999999,62914,64526,64526
Oregon,2025-02-28,504012.0941337673,2025,2,2025-02,3514953.0,2207668.0,62.8,2099458.0,59.7,108210.0,4.9,6.842499999999999,82515,85220,85220
Oklahoma,2025-02-28,216171.6134451785,2025,2,2025-02,3188552.0,2012211.0,63.1,1950261.0,61.2,61950.0,3.1,6.842499999999999,63963,66148,66148
Connecticut,2025-02-28,415815.2000752701,2025,2,2025-02,3014108.0,1943157.0,64.5,1871745.0,62.1,71412.0,3.7,6.842499999999999,94358,96049,96049
Utah,2025-02-28,528000.7462196611,2025,2,2025-02,2691602.0,1837227.0,68.3,1775375.0,66.0,61852.0,3.4,6.842499999999999,96166,96658,96658
Iowa,2025-02-28,223009.1021536005,2025,2,2025-02,2558657.0,1732609.0,67.7,1671109.0,65.3,61500.0,3.5,6.842499999999999,73532,75501,75501
Nevada,2025-02-28,456192.7403923528,2025,2,2025-02,2637822.0,1657490.0,62.8,1568629.0,59.5,88861.0,5.4,6.842499999999999,78608,81134,81134
Arkansas,2025-02-28,216829.677578232,2025,2,2025-02,2440022.0,1426309.0,58.5,1371412.0,56.2,54897.0,3.8,6.842499999999999,60425,62106,62106
Mississippi,2025-02-28,191181.6114204205,2025,2,2025-02,2319244.0,1297217.0,55.9,1246219.0,53.7,50998.0,3.9,6.842499999999999,55796,59127,59127
Kansas,2025-02-28,237542.7672196412,2025,2,2025-02,2311841.0,1564514.0,67.7,1505357.0,65.1,59157.0,3.8,6.842499999999999,72400,75514,75514
New Mexico,2025-02-28,313148.1601400741,2025,2,2025-02,1706775.0,987239.0,57.8,946491.0,55.5,40748.0,4.1,6.842499999999999,64097,67816,67816
Nebraska,2025-02-28,267582.4974024507,2025,2,2025-02,1563612.0,1092681.0,69.9,1060898.0,67.8,31783.0,2.9,6.842499999999999,76781,76376,76376
Idaho,2025-02-28,467528.39393599983,2025,2,2025-02,1580548.0,1005997.0,63.6,969217.0,61.3,36780.0,3.7,6.842499999999999,77144,81166,81166
West Virginia,2025-02-28,172761.20778693038,2025,2,2025-02,1433815.0,781590.0,54.5,751540.0,52.4,30050.0,3.8,6.842499999999999,57591,60798,60798
Hawaii,2025-02-28,845722.4389665829,2025,2,2025-02,1134125.0,688219.0,60.7,670655.0,59.1,17564.0,2.6,6.842499999999999,98123,100745,100745
New Hampshire,2025-02-28,493701.8378334913,2025,2,2025-02,1182265.0,774517.0,65.5,750339.0,63.5,24178.0,3.1,6.842499999999999,99683,99782,99782
Maine,2025-02-28,404961.0716646237,2025,2,2025-02,1181619.0,708807.0,60.0,685172.0,58.0,23635.0,3.3,6.842499999999999,75899,76442,76442
Rhode Island,2025-02-28,484563.772789171,2025,2,2025-02,924164.0,594693.0,64.3,567946.0,61.5,26747.0,4.5,6.842499999999999,87469,83504,83504
Montana,2025-02-28,461314.2326323588,2025,2,2025-02,922442.0,575849.0,62.4,558557.0,60.6,17292.0,3.0,6.842499999999999,72885,75340,75340
